,名稱,註冊號碼,地址,統編,緯度,經度,日期
399,板田實業有限公司,99718901,新北市樹林區備內街五二之二號,80396757,121.41211,24.98764,中華民國59年08月23日 03:38:51
400,豆穌朋食品股份有限公司,99718930,新北市新店區寶興路45巷6弄10號(1樓、2樓),13101895,121.55096,24.97412,中華民國59年08月23日 03:38:51
401,羽恩有限公司新莊廠,99718956,新北市新莊區五權一路三號八樓之六,28856625,121.45739,25.06559,中華民國59年08月23日 03:38:51
402,正茂食品有限公司三重廠,99718967,新北市三重區自強路四段一０號一樓,70530994,121.48838,25.07631,中華民國59年08月23日 03:38:51
403,盛源食品原料股份有限公司,99719061,新北市三峽區溪東路86號1樓,4674421,121.40265,24.9341,中華民國59年08月23日 03:38:51
404,益合國際股份有限公司,99719155,新北市五股區五權路三九號地下一樓、一樓、二樓,80610671,121.45187,25.06891,中華民國59年08月23日 03:38:51
405,統賀冷凍食品有限公司,99719175,新北市三重區中正北路五三０巷一八號一樓,84515538,121.47203,25.06948,中華民國59年08月23日 03:38:51
406,金龍億食品有限公司,99719183,新北市中和區建八路一三一號（一樓）,80650363,121.48995,24.99867,中華民國59年08月23日 03:38:51
407,威翰麵包工廠,99719235,新北市汐止區福德一路四三五號,30352255,121.62627,25.05941,中華民國59年08月23日 03:38:51
408,永兆豐股份有限公司三重廠,99719243,新北市三重區中正北路193巷21弄39號,27788810,121.47859,25.07091,中華民國59年08月23日 03:38:51
409,欣洲食品有限公司,99719262,新北市三重區國道路1段67號1樓,80737489,121.48073,25.07278,中華民國59年08月23日 03:38:51
410,唯一行食業股份有限公司五股廠,99719281,新北市五股區五權三路二四號三之五樓,35340321,121.45373,25.06478,中華民國59年08月23日 03:38:51
411,委鵬實業有限公司,99719282,新北市土城區慶祥街七七號一樓,89892264,121.43529,24.97226,中華民國59年08月23日 03:38:51
412,野村食品企業股份有限公司淡水廠,99719330,新北市淡水區下圭柔山七六之八號,84468726,121.4429,25.20544,中華民國59年08月23日 03:38:51
413,品元實業股份有限公司仁愛廠,99719324,新北市八里區仁愛路122號1樓,80657892,121.41006,25.15903,中華民國59年08月23日 03:38:51
414,萬得富實業股份有限公司,99719389,新北市土城區亞洲路108巷12號,28863442,121.43379,24.97271,中華民國59年08月23日 03:38:51
415,韋樺有限公司深坑廠,99719394,新北市深坑區北深路三段一五五巷一七號八樓,89455144,121.60232,25.00247,中華民國59年08月23日 03:38:51
416,遠冠股份有限公司中和廠,99719424,新北市中和區連城路２２２巷２弄２號１、２樓,70840941,121.49134,24.99702,中華民國59年08月23日 03:38:51
417,吳記蛋品有限公司,99719463,新北市三峽區隆恩街一六三號一、二樓,96964517,121.36247,24.94269,中華民國59年08月23日 03:38:51
418,禾膳食號,99719470,新北市板橋區和平路24巷12號1樓,82091491,121.46051,24.99386,中華民國59年08月23日 03:38:51
419,鴻皓國際有限公司八里廠,99719538,新北市八里區忠孝路170號2樓,79987918,121.42344,25.16092,中華民國59年08月23日 03:38:51
420,皇登企業有限公司,99719553,新北市汐止區大安街五二巷一三號,27875434,121.67845,25.07313,中華民國59年08月23日 03:38:51
421,糖坊食品有限公司,99719589,新北市新店區中正路五０一之一二號五樓,12866990,121.53358,24.98362,中華民國59年08月23日 03:38:51
422,萬灃國際有限公司深坑廠,99719600,新北市深坑區北深路三段一五五巷七號八樓,23723598,121.60261,25.00285,中華民國59年08月23日 03:38:51
423,貝克利有限公司,99719592,新北市五股區五工五路二四號一樓,80481254,121.4521,25.06479,中華民國59年08月23日 03:38:51
424,台灣司麥爾食品股份有限公司,99719614,新北市五股區五工六路七六號,24422579,121.4487,25.07,中華民國59年08月23日 03:38:51
425,鮮到味有限公司,99719648,新北市三重區中興北街四二號一、二樓及四二巷九號,24386258,121.46907,25.06161,中華民國59年08月23日 03:38:51
426,金吉王食品股份有限公司五股廠,99719663,新北市五股區五工六路五一號二樓,28194040,121.44602,25.06679,中華民國59年08月23日 03:38:51
427,如頤有限公司,99719693,新北市中和區建八路一二三號一樓,25042908,121.48966,24.99875,中華民國59年08月23日 03:38:51
428,明津食品有限公司,99719695,新北市三重區中興北街104巷19號1樓,42697888,121.46813,25.05444,中華民國59年08月23日 03:38:51
429,豐強食品有限公司,99719731,新北市樹林區俊英街一三二號二樓,80072146,121.42723,25.00593,中華民國59年08月23日 03:38:51
430,紘一實業有限公司三重廠,99719749,新北市三重區光復路2段42巷15號1、2、3樓,86202244,121.47094,25.05492,中華民國59年08月23日 03:38:51
431,紅象食品有限公司,99719760,新北市板橋區信義路一六三巷四號一樓,25053714,121.45923,24.99264,中華民國59年08月23日 03:38:51
432,大亞新紀企業有限公司泰山廠,99719788,新北市泰山區明志路三段五一三號一０樓,12858226,121.42116,25.03203,中華民國59年08月23日 03:38:51
433,陞邦食品技術開發有限公司,99719846,新北市汐止區中興路一八三巷四號四樓,28185154,121.62826,25.06586,中華民國59年08月23日 03:38:51
434,麗多國際生技股份有限公司,99719868,新北市新店區中正路五０一之一一號三樓,70363187,121.53358,24.98362,中華民國59年08月23日 03:38:51
435,名佳香食品行,99719865,新北市土城區亞洲路一一巷一弄三一號一樓,30301860,121.43594,24.97198,中華民國59年08月23日 03:38:51
436,尚頂好食品廠新店廠,99719882,新北市新店區寶興路四五巷八弄一六號一樓,49925248,121.55083,24.9747,中華民國59年08月23日 03:38:51
437,長合發商行,99719896,新北市三重區中興北街四二巷一八號（一、二樓）,30308408,121.46907,25.04918,中華民國59年08月23日 03:38:51
438,新閎食品股份有限公司,99719934,新北市三峽區橫溪路九五號,89690801,121.39865,24.93548,中華民國59年08月23日 03:38:51
439,欣威西點麵包工廠,99719963,新北市三重區新北大道2段76號1、2樓,29275463,121.47047,25.06167,中華民國59年08月23日 03:38:51
440,海樂國際有限公司五股廠,99725646,新北市五股區五權三路一五號,25066210,121.45219,25.06367,中華民國59年08月23日 03:38:51
441,通記食品有限公司,99725682,新北市新莊區化成路五五四巷二號一、二樓,80732392,121.46662,25.05383,中華民國59年08月23日 03:38:51
442,阿多瑪生化科技有限公司一廠,99725700,新北市淡水區中正東路一段三巷三一號六樓,25102779,121.45192,25.1656,中華民國59年08月23日 03:38:51
443,廣晟食品股份有限公司,99725734,新北市泰山區泰林路二段306巷7號1、2、3樓,25014874,121.43092,25.06339,中華民國59年08月23日 03:38:51
444,尚鱻食品有限公司,99725754,新北市三重區中興北街二四七巷一六號一樓,29147284,121.46988,25.05934,中華民國59年08月23日 03:38:51
445,府城事業有限公司,99725771,新北市樹林區三俊街八一巷二一、二三號一、二樓,80042214,121.41567,25.01644,中華民國59年08月23日 03:38:51
446,三協成食品有限公司,99725792,新北市淡水區奎柔山路256號1、2樓,24251580,121.45639,25.20509,中華民國59年08月23日 03:38:51
447,藍海國際餐飲股份有限公司五股廠,99725833,新北市五股區五工六路24號（1、2、3、4樓）,27730677,121.4492,25.06336,中華民國59年08月23日 03:38:51
448,兩班家有限公司汐止廠,99725954,新北市汐止區福德一路三九二巷二二弄二八、三０號一、二樓,27332404,121.6281,25.06161,中華民國59年08月23日 03:38:51
449,甲品香食品有限公司,99725955,新北市樹林區鎮前街二六九巷二一號一樓,29142035,121.4198,24.98517,中華民國59年08月23日 03:38:51
450,四季齋食品有限公司樹林廠,99725982,新北市樹林區中山路二段一五一巷一四弄二三號,16334453,121.40698,24.97693,中華民國59年08月23日 03:38:51
451,簪香食品有限公司,99726030,新北市新店區寶橋路二三五巷六弄三號二樓,97092413,121.55212,24.98058,中華民國59年08月23日 03:38:51
452,青海生物科技股份有限公司,99726048,新北市新莊區五權一路五號之七(一樓),29155158,121.45793,25.06617,中華民國59年08月23日 03:38:51
453,施百得利食品有限公司,99726103,新北市樹林區大安路五四八號九樓,29139432,121.41324,24.98533,中華民國59年08月23日 03:38:51
454,維昌食品有限公司土城廠,99726115,新北市土城區永豐路一九五巷二七弄一六號三樓,28881271,121.4733,24.98014,中華民國59年08月23日 03:38:51
455,銀杏生物科技有限公司中和廠,99726129,新北市中和區建一路三號四樓,86729492,121.4882,25.00396,中華民國59年08月23日 03:38:51
456,元宜州食品有限公司,99726128,新北市三重區光華路五二號一樓,29176941,121.46779,25.05973,中華民國59年08月23日 03:38:51
457,小潘蛋糕坊,1000070,新北市板橋區信義路163巷4號9樓,26131858,121.45923,24.99264,中華民國59年08月23日 03:38:51
458,大新食品有限公司,1000112,新北市土城區中山路51號,53180430,121.42778,24.96576,中華民國59年08月23日 03:38:51
459,松村實業有限公司,1000129,新北市新莊區民安路420巷1號之8,80406137,121.43186,25.02216,中華民國59年08月23日 03:38:51
460,滿盈食品有限公司五股廠,1000181,新北市五股區五工二路106巷7號1樓,53092561,121.45814,25.06895,中華民國59年08月23日 03:38:51
461,威斯登食品有限公司,1000202,新北市新莊區新樹路501號之1(1、3、4樓),29171740,121.4328,25.01155,中華民國59年08月23日 03:38:51
462,金軒揚食品有限公司,1000203,新北市中和區錦和路30號(1、2樓),12716851,121.48684,25.00134,中華民國59年08月23日 03:38:51
463,承恩食品企業股份有限公司,1000231,新北市中和區橋安街1號2樓,80587411,121.49267,25.00312,中華民國59年08月23日 03:38:51
464,耕耘川有限公司,1000235,新北市新莊區化成路314巷26號1樓,27442113,121.46714,25.04863,中華民國59年08月23日 03:38:51
465,小南門食品有限公司,1000260,新北市中和區中山路2段340巷35號1、2、3樓,28544068,121.49325,25.00362,中華民國59年08月23日 03:38:51
466,盛蒼企業有限公司,65000016,新北市中和區中山路3段120之10號9樓,70450859,121.47569,25.00605,中華民國59年08月23日 03:38:51
467,仲輝食品有限公司,65000019,新北市三重區中正北路315巷6弄35號,53192956,121.47593,25.07203,中華民國59年08月23日 03:38:51
468,晶盈食品有限公司,65000020,新北市汐止區福德一路381巷10號1樓,80286371,121.62827,25.06042,中華民國59年08月23日 03:38:51
469,弘泉食品行,65000026,新北市三重區重新路2段36巷14號1樓,26511338,121.4997,25.06243,中華民國59年08月23日 03:38:51
470,新山食品股份有限公司,65000828,新北市汐止區福德一路430巷27號5樓,53199971,121.62497,25.06015,中華民國59年08月23日 03:38:51
471,建鹽企業有限公司,65000059,新北市八里區博物館路199號3樓,16168406,121.40548,25.15621,中華民國59年08月23日 03:38:51
472,王記府城肉粽有限公司汐止廠,65000174,新北市汐止區大同路3段369巷36號1樓,53111005,121.67628,25.07385,中華民國59年08月23日 03:38:51
473,逢興生物科技股份有限公司二廠,65000225,新北市中和區立德街148巷58號4樓,12954810,121.48621,25.00929,中華民國59年08月23日 03:38:51
474,美力香食品股份有限公司,65000261,新北市土城區復興街5號1樓、2樓,53210379,121.42648,24.96795,中華民國59年08月23日 03:38:51
475,新力香食品有限公司二廠,65000283,新北市三峽區介壽路一段318巷17號1樓,16186501,121.38115,24.92933,中華民國59年08月23日 03:38:51
476,唯意食品企業有限公司,65000299,新北市三芝區古庄里四棧橋53之10號1樓,53186820,121.48422,25.26539,中華民國59年08月23日 03:38:51
477,清香號沙茶食品有限公司,65000316,新北市新莊區福營路97巷13號1樓,25123731,121.43493,25.0319,中華民國59年08月23日 03:38:51
478,台光食品行,65000320,新北市三重區仁華街78號1樓及1樓夾層,99417227,121.48472,25.08304,中華民國59年08月23日 03:38:51
479,風華食品有限公司,65000337,新北市新莊區新樹路69之96號1樓,28561164,121.43785,25.02774,中華民國59年08月23日 03:38:51
480,甘泉生物科技有限公司,65000405,新北市新店區中正路560巷2號3、4樓,24206501,121.53406,24.98717,中華民國59年08月23日 03:38:51
481,燕莊實業有限公司,65000435,新北市中和區員山路504號4樓之5,28488050,121.47955,25.0081,中華民國59年08月23日 03:38:51
482,宏遠國際餐飲股份有限公司五股二廠,65000436,新北市五股區五權路54號,25094980,121.45412,25.06907,中華民國59年08月23日 03:38:51
483,三義食品工廠,65000480,新北市樹林區三俊街199巷12弄7號1、2樓,19516695,121.42065,25.01643,中華民國59年08月23日 03:38:51
484,薩摩亞商客來喜餐飲股份有限公司台灣分公司,65000483,新北市新店區復興路45號4樓、5樓、6樓,28427006,121.53676,24.98689,中華民國59年08月23日 03:38:51
485,王德興茶業股份有限公司,65000496,新北市中和區橋和路56號6樓,80288981,121.48943,25.00508,中華民國59年08月23日 03:38:51
486,卡羅國際企業股份有限公司,65000530,新北市汐止區康寧街157、159、161號7樓,14015243,121.6223,25.06716,中華民國59年08月23日 03:38:51
487,吉翔食品有限公司,65000585,新北市中和區員山路506巷17號1、2樓,28131382,121.4805,25.00909,中華民國59年08月23日 03:38:51
488,雅傳企業有限公司樹林廠,65000606,新北市樹林區太平路8號1樓,86487500,121.41841,24.98476,中華民國59年08月23日 03:38:51
489,醇味食品有限公司,65000608,新北市瑞芳區大寮路114之1號,53226175,121.78044,25.09805,中華民國59年08月23日 03:38:51
490,生發號農產有限公司,65000615,新北市淡水區北投子77之1號1樓,27746925,121.45832,25.17923,中華民國59年08月23日 03:38:51
491,豪仕達食品企業有限公司,65000676,新北市三重區光復路2段88巷41號1樓,80187978,121.46991,25.05742,中華民國59年08月23日 03:38:51
492,陽銘有限公司淡水廠,65000683,新北市淡水區口湖子1之8號1樓,89632319,121.4763,25.18857,中華民國59年08月23日 03:38:51
493,澎富企業有限公司,65000734,新北市中和區員山路506-1號3樓,28445089,121.47941,25.00863,中華民國59年08月23日 03:38:51
494,日鴻食品有限公司,65000735,新北市板橋區和平路15號2樓,53417131,121.45986,24.9946,中華民國59年08月23日 03:38:51
495,紘裕食品股份有限公司,65000742,新北市三峽區介壽路1段276巷5號1樓,24370489,121.38041,24.92815,中華民國59年08月23日 03:38:51
496,派特芙德有限公司,65000750,新北市新店區寶橋路154巷5號2樓,24488635,121.54883,24.97648,中華民國59年08月23日 03:38:51
497,維格餅家股份有限公司,65000787,新北市五股區成泰路1段87號(2、3樓)及87之1號(4、5樓),80490319,121.43502,25.06879,中華民國59年08月23日 03:38:51
498,英屬蓋曼群島商花蓮香股份有限公司台灣分公司新店廠,65000793,新北市新店區寶中路95之3號3樓,53000036,121.54872,24.98076,中華民國59年08月23日 03:38:51
499,奕瑪國際行銷股份有限公司,65000807,新北市新莊區五權一路9號7樓之3,12777300,121.45891,25.06727,中華民國59年08月23日 03:38:51
500,顓陽實業有限公司,65000829,新北市新莊區中正路566號1、2樓,28192021,121.4277,25.03062,中華民國59年08月23日 03:38:51
501,東崎健康生技有限公司,65000857,新北市中和區立德街148巷10號7樓,24258676,121.4872,25.00879,中華民國59年08月23日 03:38:51
502,邰港科技股份有限公司(淡水一廠),65000872,新北市淡水區中正東路1段3巷39號10樓,20833311,121.45211,25.16603,中華民國59年08月23日 03:38:51
503,史瑞克商行,65000893,新北市泰山區明志路3段513號2樓,9634526,121.42116,25.03203,中華民國59年08月23日 03:38:51
504,重門製茶工廠,65000906,新北市石門區石門里內石門79號,37091805,121.56625,25.26001,中華民國59年08月23日 03:38:51
505,傳統集美餐飲有限公司,65000967,新北市新莊區中正路25號1樓,53222754,121.46379,25.04086,中華民國59年08月23日 03:38:51
506,台灣壹番屋股份有限公司,65001021,新北市中和區橋安街11號1樓,12665635,121.49266,25.00361,中華民國59年08月23日 03:38:51
507,吉美食品廠樹林廠,65001055,新北市樹林區八德街492巷5號1、2樓,34110272,121.40028,24.97088,中華民國59年08月23日 03:38:51
508,維宏食品有限公司,65001070,新北市中和區連城路134巷3號1、2、3樓及5號1樓,28752001,121.49542,24.99961,中華民國59年08月23日 03:38:51
509,旭鴻國際企業有限公司,65001093,新北市新店區寶興路45巷8弄2號4樓,25120729,121.55001,24.97456,中華民國59年08月23日 03:38:51
510,上島食品股份有限公司土城廠,65001130,新北市土城區日新街33巷15號1、2樓,80164927,121.44279,24.98725,中華民國59年08月23日 03:38:51
511,泰鄉食品廠有限公司,T6500066,新北市三峽區添福里2鄰15-14號,25144172,121.38095,24.8972,中華民國59年08月23日 03:38:51
512,旺默食品企業有限公司,65001161,新北市土城區忠承路91、95號1樓及81、83、85、87、91、95、99號4樓,27391590,121.43897,24.96478,中華民國59年08月23日 03:38:51
513,山本旺實業有限公司,65001165,新北市三峽區嘉添181之15號（1、2樓）,80654641,121.37003,24.9114,中華民國59年08月23日 03:38:51
514,士峯食品有限公司,T6500072,新北市新店區柴埕路60巷15-3號,86946630,121.5083,24.9646,中華民國59年08月23日 03:38:51
515,鑫記食品行,T6500085,新北市樹林區福順街43號1樓,9880744,121.4159,24.97868,中華民國59年08月23日 03:38:51
516,金福臻生技有限公司,65001271,新北市中和區建康路59號1樓,53466505,121.48686,25.00067,中華民國59年08月23日 03:38:51
517,薩摩亞商巧詣有限公司台灣分公司,65001295,新北市汐止區康寧街161、163號4樓,53016451,121.62246,25.06698,中華民國59年08月23日 03:38:51
518,長宏醫藥生技股份有限公司,65001310,新北市五股區五權七路24號6樓,25137313,121.44864,25.06656,中華民國59年08月23日 03:38:51
519,上將食品有限公司,65001313,新北市新莊區幸福東路86號1、2、3樓、90號、92號,53685810,121.46401,25.04953,中華民國59年08月23日 03:38:51
520,鮮機食品生技股份有限公司,65001345,新北市新莊區福營路240號1樓,53679161,121.42665,25.0292,中華民國59年08月23日 03:38:51
521,久翔食品股份有限公司,65001372,新北市樹林區武林街16號之1(1~2樓)，16之2號1樓,54728577,121.42087,25.00348,中華民國59年08月23日 03:38:51
522,魯都香食品有限公司,65001387,新北市樹林區三龍街94巷20號1、2樓,53437636,121.41436,25.01789,中華民國59年08月23日 03:38:51
523,匯芯農產品商業有限公司,65001420,新北市樹林區民權街5巷19弄8號,53464611,121.39563,24.95863,中華民國59年08月23日 03:38:51
524,丹鐠實業有限公司,65001448,新北市樹林區俊安街24巷10弄8號(1樓),70534458,121.41885,25.01416,中華民國59年08月23日 03:38:51
525,益品食品有限公司,65001465,新北市汐止區長安路179號1樓,53685001,121.67187,25.0773,中華民國59年08月23日 03:38:51
526,賀業有限公司,65001526,新北市新莊區福營路227巷33號1、2樓,23071527,121.4303,25.02907,中華民國59年08月23日 03:38:51
527,高涓科技有限公司,65001537,新北市新莊區新樹路67巷46號1樓,28129246,121.44097,25.03051,中華民國59年08月23日 03:38:51
528,幸福溫度食品股份有限公司,65001541,新北市林口區工三路4號2樓,53699238,121.40075,25.07947,中華民國59年08月23日 03:38:51
529,祥禾食品有限公司樹林廠,65001561,新北市樹林區東順街90巷13號1樓,80208501,121.40832,24.97655,中華民國59年08月23日 03:38:51
530,喜之坊食品有限公司汐止廠,65001579,新北市汐止區南陽街121巷17號1、2樓,22870754,121.62495,25.06093,中華民國59年08月23日 03:38:51
531,永爗企業有限公司,65001591,新北市新莊區化成路389巷33號1、2樓,86454748,121.46339,25.05799,中華民國59年08月23日 03:38:51
532,拉瑞亞有限公司,65001593,新北市深坑區北深路3段270巷16號2樓之5、之6,70377252,121.59915,25.00597,中華民國59年08月23日 03:38:51
533,新北市坪林區農會(茶產品加工場),T6500167,新北市坪林區坪林里坪林路102號,38045604,121.71284,24.94237,中華民國59年08月23日 03:38:51
534,忠義實業有限公司,65001604,新北市樹林區八德街280巷3號1、2樓,28552926,121.41048,24.97042,中華民國59年08月23日 03:38:51
535,千翔食品有限公司,65001618,新北市三重區興德路131巷32號1、2、3樓,86469910,121.46973,25.05401,中華民國59年08月23日 03:38:51
536,豪記川野食品有限公司蘆洲廠,65001623,新北市蘆洲區和平路51號(1、2樓),25083581,121.47051,25.07906,中華民國59年08月23日 03:38:51
537,光享實業有限公司,65001649,新北市中和區中山路2段327巷11弄2號4樓,53103194,121.4938,25.00072,中華民國59年08月23日 03:38:51
538,憶仙實業有限公司板橋廠,T6500179,新北市板橋區文化路一段285巷2弄19號1樓,89584718,121.46424,25.01944,中華民國59年08月23日 03:38:51
539,麥德凱生科股份有限公司,65001661,新北市淡水區中正東路1段3巷41號7樓,27651835,121.45247,25.16569,中華民國59年08月23日 03:38:51
540,立盛食品有限公司,65001676,新北市蘆洲區國道路2段115號1、2樓,80460743,121.47026,25.07491,中華民國59年08月23日 03:38:51
541,馬克老爹有限公司,65001693,新北市汐止區大同路1段302巷22號1樓,24378068,121.6364,25.05705,中華民國59年08月23日 03:38:51
542,春保食品股份有限公司,65001706,新北市新店區寶興路53號5樓,53097691,121.54978,24.9728,中華民國59年08月23日 03:38:51
543,每一天調理食品有限公司樹林廠,T6500201,新北市樹林區八德街343號2至3樓,27878100,121.41856,24.97367,中華民國59年08月23日 03:38:51
544,耆盛企業股份有限公司,65001778,新北市樹林區八德街280巷3號3樓,84342380,121.41048,24.97042,中華民國59年08月23日 03:38:51
545,芬斯特股份有限公司新店廠,65001784,新北市新店區中正路501-16號5樓,27602672,121.53358,24.98362,中華民國59年08月23日 03:38:51
546,西德有機化學藥品股份有限公司五股二廠,65001795,新北市五股區五工六路56號2、3、4樓,35152903,121.44763,25.06874,中華民國59年08月23日 03:38:51
547,樸實股份有限公司,65001796,新北市三重區中正北路518號6樓,53212799,121.47205,25.07174,中華民國59年08月23日 03:38:51
548,冠庭國際股份有限公司三重廠,65001821,新北市三重區重新路5段609巷14號之12(1樓),53530529,121.46737,25.04614,中華民國59年08月23日 03:38:51
549,德開利有限公司,65001823,新北市新店區寶興路45巷6弄11號3樓,28556964,121.5509,24.97428,中華民國59年08月23日 03:38:51
550,美食家點心坊,T6500232,新北市五股區西雲路290號,21554723,121.4497,25.09902,中華民國59年08月23日 03:38:51
551,憶仙實業有限公司,T6500234,新北市樹林區柑園街一段33巷6號1樓,89584718,121.40374,24.95971,中華民國59年08月23日 03:38:51
552,雄鼎食品行,T6500245,新北市樹林區大安路145巷16號1、2樓,14735799,121.42253,24.99644,中華民國59年08月23日 03:38:51
553,福星食品有限公司,65001841,新北市三重區興德路141巷1號及3號(各1、2、3樓),86526638,121.46971,25.05307,中華民國59年08月23日 03:38:51
554,振頤軒食品企業有限公司,65001847,新北市樹林區光興街91之2號1、2樓,53428502,121.40934,25.00257,中華民國59年08月23日 03:38:51
555,錦發製麵工坊,65001848,新北市新莊區思源路43巷11號1樓,26744688,121.45936,25.03985,中華民國59年08月23日 03:38:51
556,富陽生技有限公司,65001872,新北市八里區龍米路1段96號2樓、3樓,53928534,121.45423,25.12451,中華民國59年08月23日 03:38:51
557,八方雲集國際股份有限公司,65001883,新北市淡水區水源里水梘頭42之1號(1、2、3、4樓),70472679,121.44104,25.16949,中華民國59年08月23日 03:38:51
558,糖藝食品股份有限公司泰山廠,65001887,新北市泰山區新北大道6段397、409號7樓,53685419,121.42141,25.03213,中華民國59年08月23日 03:38:51
559,國鼎生物科技股份有限公司淡水二廠,65001900,新北市淡水區中正東路1段3巷9號4樓、11號4樓之1,80280616,121.45174,25.16551,中華民國59年08月23日 03:38:51
560,阜康食品有限公司,65001902,新北市五股區中興路2段9巷30號1樓,27752593,121.46296,25.07244,中華民國59年08月23日 03:38:51
561,楊堃興業有限公司,65001937,新北市新莊區雙鳳路111號6樓,86285357,121.41386,25.02808,中華民國59年08月23日 03:38:51
562,永淇麵包店,65001952,新北市淡水區淡金路3段280之1號1樓,99094134,121.44893,25.20698,中華民國59年08月23日 03:38:51
563,津川良製股份有限公司,65001953,新北市汐止區中興路31號6樓,66556850,121.63462,25.06177,中華民國59年08月23日 03:38:51
564,虹宴餐飲股份有限公司,65001975,新北市新莊區後港一路145、147號(2樓),53422541,121.43095,25.02793,中華民國59年08月23日 03:38:51
565,全滋稻食品有限公司中和廠,65001979,新北市中和區中山路2段340巷57號1、2樓,53693396,121.49295,25.00452,中華民國59年08月23日 03:38:51
566,金蕎食品有限公司,65001987,新北市中和區連城路222巷2弄5號2樓,27831746,121.49155,24.99724,中華民國59年08月23日 03:38:51
567,鴻福食品工廠有限公司,T6500296,新北市板橋區金門街369巷63-1號(前段),34440941,121.43346,24.99515,中華民國59年08月23日 03:38:51
568,富澄御坊股份有限公司,65002024,新北市土城區中華路1段56巷13號1、2樓,53696041,121.44506,24.98903,中華民國59年08月23日 03:38:51
569,韓蜜食品有限公司,65002025,新北市鶯歌區二甲路中心巷13弄2號1、2、3樓,27899750,121.33767,24.9353,中華民國59年08月23日 03:38:51
570,廣珍企業有限公司,65002027,新北市三重區中興北街150巷32號1樓,16942879,121.46755,25.05637,中華民國59年08月23日 03:38:51
571,有泰香料化學股份有限公司,65002033,新北市樹林區俊英街224巷1號1、2、3樓,9418745,121.42529,25.01034,中華民國59年08月23日 03:38:51
572,承威企業有限公司,65002036,新北市汐止區大安街56巷7弄15號1、2樓,23295701,121.67743,25.07365,中華民國59年08月23日 03:38:51
573,鼎珍食品工業股份有限公司,65002045,新北市新莊區後港一路198號,79980555,121.43305,25.02826,中華民國59年08月23日 03:38:51
574,小潘蛋糕坊板橋一廠,65002050,新北市板橋區和平路29號5樓,26131858,121.45986,24.99562,中華民國59年08月23日 03:38:51
575,盈浜企業有限公司土城廠,65002076,新北市土城區承天路67號1至3樓,70604138,121.43963,24.96343,中華民國59年08月23日 03:38:51
576,裕昌肉品有限公司,65002123,新北市蘆洲區正和街63巷24號1、2樓,80005301,121.46926,25.08044,中華民國59年08月23日 03:38:51
577,青潭源泉企業社,T6500334,新北市樹林區柑園街一段157號1樓,66953507,121.40039,24.95813,中華民國59年08月23日 03:38:51
578,揚明食品有限公司,65002270,新北市樹林區中山路2段151巷15弄10號1樓,54016140,121.40797,24.97716,中華民國59年08月23日 03:38:51
579,艾隆餐飲股份有限公司,65002145,新北市林口區工五路2之1號,53716969,121.40171,25.07875,中華民國59年08月23日 03:38:51
580,阿婆鐵蛋有限公司,65002175,新北市淡水區中正東路1段3巷21、23號8樓,25151335,121.45188,25.16592,中華民國59年08月23日 03:38:51
581,士平企業有限公司新莊廠,65002188,新北市新莊區新樹路67巷8號1樓,28774568,121.43971,25.03007,中華民國59年08月23日 03:38:51
582,馬可先生食品企業有限公司台北廠,65002192,新北市三重區國道路1段68號1樓及69號1樓,27410800,121.48066,25.0728,中華民國59年08月23日 03:38:51
583,力尹食品有限公司,65002193,新北市汐止區福德一路342巷2弄3號4樓,29166731,121.62964,25.0633,中華民國59年08月23日 03:38:51
584,丞儲國際有限公司,65002202,新北市汐止區大同路3段322號1樓,54033112,121.67904,25.07102,中華民國59年08月23日 03:38:51
585,金夆食品有限公司,65002203,新北市中和區連城路134巷1號(1樓),54049199,121.49556,24.99932,中華民國59年08月23日 03:38:51
586,芬芳烹材股份有限公司山佳廠,65002243,新北市樹林區中山路2段151巷23號(1~2樓),84503548,121.40799,24.97786,中華民國59年08月23日 03:38:51
587,生興莊食品行,65002246,新北市新店區中興路2段218巷8號1樓,48781551,121.54883,24.97498,中華民國59年08月23日 03:38:51
588,統一多拿滋股份有限公司土城廠,65002248,新北市土城區中興路20號1、2、3樓,27359304,121.42563,24.96637,中華民國59年08月23日 03:38:51
589,阿默企業有限公司,65002283,新北市土城區忠承路83、87、91、95號2、3樓,16602990,121.43897,24.96478,中華民國59年08月23日 03:38:51
590,雅式小西點坊,T6500353,新北市土城區延壽路77巷3-2號1樓及地下一樓,99432466,121.46907,24.99255,中華民國59年08月23日 03:38:51
591,德揚食品有限公司,65002318,新北市三峽區嘉添225之2號1樓,28525196,121.36996,24.9103,中華民國59年08月23日 03:38:51
592,順順食品有限公司,65002321,新北市淡水區中正東路2段69之11號2樓,29180797,121.45958,25.15458,中華民國59年08月23日 03:38:51
593,潞華實業有限公司新莊廠,65002348,新北市新莊區思源路109巷3號2樓,27663847,121.45917,25.04198,中華民國59年08月23日 03:38:51
594,蕃老爹有限公司,65002351,新北市新店區寶中路78號4樓,54178600,121.54831,24.98054,中華民國59年08月23日 03:38:51
595,妙吉食品廠,65002793,新北市土城區中央路2段390巷33號1樓,26522882,121.43829,24.97213,中華民國59年08月23日 03:38:51
596,四季甜煮食品有限公司八里廠,65002386,新北市八里區觀海大道241號1樓,25035815,121.41732,25.16269,中華民國59年08月23日 03:38:51
